E;BC210114;C55083;;ITM ALI INT MAUCHAMPS/MAROLLES;ENTREPOT  DE MAROLLES;1 CHEMIN DE LA MARNIERE;;91630;MAROLLES-EN-HUREPOIX;FRA;;;20210225;0000;;;;3024820152005;
L;;3534545741892;;240;
L;;3534545742066;;636;
L;;3534545741922;;672;
F;3;1548;
